overall_qual,log_gr_liv_area,log_garage_area,log_total_bsmt_sf,bsmt_qual,year_built,garage_finish,full_bath,log_mas_vnr_area,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood
9,7.905810312658931,6.755768921984255,7.2813856635702825,5,2008,3,2,5.594711379601839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7,7.2991214627108,5.746203190540153,6.437751649736401,3,1926,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,7.362645270417825,6.505784060128229,7.2399325913204695,4,2004,2,2,3.2188758248682006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7,7.2991214627108,6.359573868672378,7.292337176173877,4,1999,2,2,4.836281906951478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5,6.966024187106113,5.733341276897746,6.6293632534374485,3,1925,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,6.849066282633458,5.733341276897746,0.0,0,1958,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,7.688455356549944,6.668228248417403,7.094234845924755,4,1988,1,2,5.187385805840755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7,7.575071699507561,6.354370040797351,6.957497370876951,4,1993,3,2,5.5093883366279774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
10,7.508787170634276,6.838405200847344,7.509335266016592,5,2006,3,2,5.493061443340548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
6,7.5652752818989315,5.75890177387728,6.580639137284949,3,1927,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10,7.780303087908373,6.741700694652055,6.878326468291325,4,1998,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,7.607878073278507,6.437751649736401,6.57507584059962,2,1900,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,7.124478262493424,5.820082930352362,6.184148890937483,3,1946,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7.600902459542082,6.478509642208569,6.904750769961838,4,1993,3,2,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6,7.252762418053187,5.638354669333745,6.660575149839686,3,1939,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,6.897704943128636,6.089044875446846,6.898714534329988,3,1994,2,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,7.201916317531627,5.54907608489522,7.202661196523238,2,1951,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,7.532623618788788,6.990256500493881,7.533158807455563,5,2005,3,2,6.343880434126331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,7.217443431696533,6.270988431858299,6.434546518787453,2,1910,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7.397561535524052,5.82600010738045,7.123672785204607,3,1958,2,2,5.214935757608986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,7.738923757439457,6.736966958001855,7.45182223652793,5,2008,2,2,6.042632833682381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5,7.425357887027151,0.0,7.425953657077541,3,1959,0,2,4.31748811353631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8,7.16703787691222,6.156978985585555,7.145196134997171,5,2001,3,2,4.919980925828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
6,7.369600720526409,6.26530121273771,7.370230641807081,3,1971,1,2,5.713732805509369,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5,7.168579897264035,5.54907608489522,6.580639137284949,3,1941,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,7.454719949364001,6.22455842927536,7.455298485683291,3,1963,1,2,5.820082930352362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,6.833031732786201,5.666426688112432,6.834108738813838,3,1957,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7.492760300922379,6.361302477572996,6.779921907472252,4,2005,2,2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,6.984716320118266,5.666426688112432,6.985641817639208,3,1958,1,1,4.912654885736052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7,7.483806687665835,6.304448802421981,6.7650389767805414,4,1998,2,2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,7.399398083331354,5.545177444479562,6.186208623900494,3,1910,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7.106606137727303,6.450470422144176,7.090076835776092,4,2006,2,2,4.442651256490317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9,7.177782416195197,6.302618975744905,7.1785454837637,5,2001,2,1,5.19295685089021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5,7.2115567333138015,0.0,6.4692503167957724,3,1940,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,7.738488122494646,6.3818160174060985,6.999422467507961,4,1992,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,7.494430215031565,5.8377304471659395,6.98100574072173,3,1900,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,7.3901814282264295,6.361302477572996,7.390798521735676,3,1967,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,7.103322062526113,5.820082930352362,7.104144092987527,3,1955,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,7.203405521083095,5.484796933490655,6.799055862058796,4,1936,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,7.055312843339752,5.666426688112432,6.617402977974478,3,1925,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,6.962243464266207,5.953243334287785,6.963189985870238,3,1966,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5,7.103322062526113,5.820082930352362,6.725033642166843,3,1947,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7.05444965813294,5.342334251964811,6.760414691083428,3,1929,2,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,7.338238150065589,6.184148890937483,7.338888133838879,4,2005,2,2,5.003946305945459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5,7.04141166379481,5.733341276897746,7.042286171939743,3,1959,2,1,5.017279836814924,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4,6.77078942390898,6.175867270105761,6.755768921984255,3,1971,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7.2485040723706105,0.0,5.768320995793772,3,1920,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7.188412736496954,6.066108090103747,7.1891677384203225,4,2005,3,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,6.806829360392176,6.013715156042802,6.776506992372183,3,1966,1,1,3.7376696182833684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,7.640123172695364,5.645446897643238,7.152268856032539,4,1926,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,6.742880635791903,6.042632833682381,6.744059186311348,4,2004,2,1,5.135798437050262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,7.488852955733459,5.720311776607412,7.007600613951853,3,1957,1,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7.203405521083095,6.26530121273771,6.709304340258298,3,1958,2,1,6.295266001439646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5,7.721348612617949,0.0,6.734591659972948,3,1910,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,7.630461261783627,6.257667587882639,7.049254841255837,4,1988,1,2,5.594711379601839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6,7.198183577101943,6.238324625039508,7.2485040723706105,4,1998,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,7.060476365999801,6.19644412779452,7.028201432058005,3,1966,2,1,5.214935757608986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5,7.1853870155804165,6.336825731146441,7.060476365999801,3,1966,2,1,4.584967478670572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
7,7.336285660021297,6.278521424165844,7.325148957955575,4,2004,2,2,5.1298987149230735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7,7.622663951323595,6.194405391104672,6.6052979209482015,4,1980,1,2,5.638354669333745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4,7.035268599281097,5.820082930352362,6.558197802812269,3,1929,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,7.1693500166706,6.18826412308259,6.90975328164481,4,1979,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8,7.273092595999522,6.20050917404269,6.655440350367647,4,1999,1,2,6.124683390894205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5,7.396335293800808,6.476972362889683,6.97914527506881,3,1953,1,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7.403061091090091,6.304448802421981,6.591673732008658,3,1925,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,7.395721608602045,6.180016653652572,6.834108738813838,4,1997,3,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,6.742880635791903,6.042632833682381,6.744059186311348,4,2003,3,1,5.14166355650266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6,6.704414354964107,6.07073772800249,6.705639094860003,3,1930,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,7.00033446027523,6.511745329644728,7.001245622069476,4,1994,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8,7.409741954080923,6.214608098422191,7.3098814858247865,4,2000,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4,7.477604243197589,0.0,7.478169694159785,3,1968,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
4,7.049254841255837,0.0,0.0,0,1955,0,2,4.07753744390572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,6.697034247666484,5.638354669333745,0.0,0,1910,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7.213768308118642,6.184148890937483,7.208600337960199,4,2007,2,2,5.176149732573829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6,7.103322062526113,5.998936561946683,7.104144092987527,5,1998,1,2,4.762173934797756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6,7.401231264413015,5.953243334287785,6.875232087276577,3,1957,1,2,5.793013608384144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7,7.132497551660044,6.137727054086234,6.398594934535208,4,1999,1,2,5.3612921657094255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5,6.78332520060396,6.54965074223381,6.720220155135295,4,1992,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,6.773080375655535,5.666426688112432,6.762729506931879,3,1968,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7.444248649496705,6.175867270105761,6.3578422665081,3,1921,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,7.515344571180436,6.249975242259483,7.515889085215125,4,2008,3,2,5.666426688112432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5,6.9957661563048505,5.703782474656201,6.996681488176539,3,1957,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7.123672785204607,6.345636360828596,7.124478262493424,4,2006,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6,7.195937226475569,6.447305862541213,7.208600337960199,4,1977,2,2,5.8888779583328805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6,7.264730177929867,6.35088571671474,7.0431599159883405,3,1960,1,1,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8,7.356279876550748,6.621405651764134,7.356918242356021,4,2008,2,2,3.6109179126442243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
7,7.7354333524996886,6.255750041753367,6.812345094177479,4,1977,2,1,5.648974238161206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,7.443663683115591,6.2285110035911835,7.4377951216719325,5,1999,3,2,4.110873864173311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
8,7.450660796211539,6.318968113746434,7.451241684987676,4,2005,2,2,5.351858133476067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
8,7.134093721192866,6.698268054115413,7.134890851565884,4,2008,2,2,4.948759890378168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5,7.2078598714324755,6.4425401664681985,6.3578422665081,3,1941,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7,7.396335293800808,6.113682179832232,7.396948602621014,4,2000,1,2,5.147494476813453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7,7.368339686311381,6.1092475827643655,6.665683717782408,4,2005,2,2,4.574710978503383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5,7.197435354096591,5.929589143389895,7.061334366910438,3,1953,1,1,4.04305126783455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5,7.099201743553092,6.3578422665081,6.762729506931879,3,1962,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7.210079628170788,6.171700597410915,7.138866999945524,4,1979,2,2,5.537334267018537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7,7.090076835776092,6.089044875446846,7.069023426578259,3,1966,2,2,5.313205979041787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7,7.753194269884341,6.244166900663736,7.297091005160418,4,1990,1,2,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
7,7.336936913707618,6.278521424165844,7.337587743538596,4,2002,2,2,4.736198448394496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6,7.501634457883413,6.154858094016418,6.97914527506881,3,1956,3,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,7.683403681053826,6.854354502255021,6.96979066990159,5,2006,2,2,5.860786223465865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,6.9782137426306985,6.580639137284949,6.97914527506881,3,1957,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7.516977224604321,6.093569770045136,6.6293632534374485,3,1966,1,1,5.863631175598097,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,6.927557906278317,0.0,6.928537818164665,3,1918,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,7.496652438168283,6.925595197110468,6.853299093186078,4,1993,2,2,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5,6.9167150203536085,6.3578422665081,6.903747257584598,3,1977,1,2,3.9512437185814275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8,7.198931240688173,6.395261598115449,7.199678345691172,4,2007,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,8.24800570160062,6.437751649736401,0.0,0,1959,1,3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,7.238496840894365,6.293419278846481,6.536691597591305,4,2007,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8,7.160845906664299,6.2166061010848646,7.13966033596492,4,1996,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
6,6.920671504248683,5.081404364984463,6.900730664045173,3,1926,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,7.485491608030754,6.838405200847344,7.48605261786314,5,2004,3,2,5.476463551931511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,7.561121589530238,6.517671272912275,7.56164174558878,5,2005,3,2,5.303304908059076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10,7.4489161025442,6.668228248417403,7.438971592395862,5,2006,3,2,5.442417710521793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10,7.820840879907344,6.856461984594587,7.821242083523558,5,2004,3,2,6.594413459749778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,6.841615476477592,5.583496308781699,6.437751649736401,2,1948,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,7.1049654482698426,6.517671272912275,7.105786129481271,4,2009,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7,7.506591780070841,6.705639094860003,6.814542897259958,4,1996,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,7.452402451223638,6.269096283706261,6.78105762593618,4,1998,3,2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,7.197435354096591,6.192362489474872,7.022868086082641,3,1958,2,1,6.450470422144176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5,7.351158226430694,5.645446897643238,6.814542897259958,3,1950,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7.5740450053721995,6.520621127558696,6.899723107284872,4,2004,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7,7.4127640174265625,6.182084906716632,6.725033642166843,4,1994,2,2,4.983606621708336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
7,7.6324011266014535,6.311734809152915,7.6251071482389,4,1978,3,2,5.950642552587727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5,7.059617628291383,5.484796933490655,7.060476365999801,3,1950,1,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,6.728628613084702,5.733341276897746,6.729824070489475,4,1975,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
