id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,log_saleprice,log_gr_liv_area,log_garage_area,log_total_bsmt_sf,log_mas_vnr_area
2660,902325050,75,RM,60.0,10800,Pave,NA,0,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,3,390.0,1,0.0,490.0,881.0,GasW,2,N,0,880,888,0,1768,0.0,0.0,1,1,2,1,3,6,0,2,3,Detchd,1914.0,1,2.0,321.0,3,3,0,0,341,0,0,0,0,0,0,NA,0,10,2006,WD ,163000,12.0015054797889,7.477604243197589,5.771441123130016,6.78105762593618,0.0
2882,911175440,190,C (all),50.0,9000,Pave,NA,0,Lvl,0,Inside,0,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,2,1,0.0,1,0.0,660.0,661.0,GasA,3,N,0,1060,336,0,1396,0.0,0.0,2,0,4,2,3,8,2,0,0,NA,0.0,0,0.0,1.0,0,0,2,0,0,0,0,0,0,0,0,NA,0,10,2006,WD ,115000,11.652687407345388,7.241366283322318,0.0,6.493753839851686,0.0
1379,905103030,80,RL,80.0,13014,Pave,NA,0,Lvl,0,Inside,0,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,3,3,CBlock,3,3,3,5,528.0,1,0.0,480.0,1009.0,GasA,3,Y,0,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,0,1,2,Attchd,1978.0,1,2.0,485.0,3,3,2,168,0,0,0,0,0,0,0,NA,0,12,2008,WD ,157500,11.967180737247824,6.999422467507961,6.184148890937483,6.9167150203536085,3.6888794541139363
491,528292030,60,RL,69.05520046484602,15896,Pave,NA,2,Lvl,0,CulDSac,0,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,5,913.0,1,0.0,264.0,1178.0,GasA,5,Y,0,1223,1089,0,2312,1.0,0.0,2,1,4,1,4,8,0,1,3,BuiltIn,1999.0,3,3.0,659.0,3,3,2,298,0,0,0,0,0,0,0,NA,0,5,2009,WD ,245000,12.409013489526863,7.7458682297922685,6.490723534502507,7.071573364211532,5.351858133476067
1002,527140090,120,RL,41.0,5395,Pave,NA,1,HLS,0,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,733.0,1,0.0,604.0,1338.0,GasA,4,Y,0,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,0,1,3,Attchd,1993.0,2,2.0,463.0,3,3,2,96,0,70,168,0,0,0,0,NA,0,10,2008,WD ,180000,12.100712129872347,7.198183577101943,6.137727054086234,7.198931240688173,0.0
1848,533223050,160,FV,69.05520046484602,5105,Pave,NA,2,Lvl,0,FR2,0,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,239.0,1,0.0,312.0,552.0,GasA,5,Y,0,551,551,0,1102,0.0,0.0,2,1,2,1,4,4,0,0,0,Detchd,2004.0,1,2.0,481.0,3,3,2,0,60,0,0,0,0,0,0,NA,0,3,2007,WD ,148800,11.910358401381128,7.004881989712859,6.175867270105761,6.313548046277095,0.0
1455,907251090,60,RL,75.0,9473,Pave,NA,0,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,804.0,1,0.0,324.0,1129.0,GasA,5,Y,0,1128,903,0,2031,1.0,0.0,2,1,3,1,4,7,0,1,4,Attchd,2002.0,2,2.0,578.0,3,3,2,0,211,0,0,0,0,0,0,NA,0,3,2008,WD ,237000,12.375815420117268,7.616283561580385,6.359573868672378,7.029087564149662,0.0
908,909175080,30,RL,60.0,8400,Pave,NA,0,Bnk,0,Inside,0,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,290.0,1,0.0,0.0,291.0,GasA,3,N,2,438,0,0,438,0.0,0.0,1,0,1,1,2,3,0,0,0,Detchd,1930.0,1,1.0,247.0,3,3,0,0,0,0,0,0,0,0,0,NA,0,1,2009,WD ,60000,11.002099841204238,6.082218910376446,5.5093883366279774,5.673323267171493,0.0
1490,908103260,85,RL,64.0,12102,Pave,NA,0,Lvl,0,Inside,0,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,3,3,CBlock,4,4,4,5,456.0,1,0.0,0.0,457.0,GasA,5,Y,0,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,0,0,0,BuiltIn,1976.0,2,2.0,505.0,2,3,2,224,0,0,0,0,0,0,0,NA,0,4,2008,WD ,165000,12.013700752882718,6.940222469119639,6.22455842927536,6.124683390894205,5.407171771460119
1465,907262060,60,RL,41.0,10905,Pave,NA,2,Lvl,0,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1129.0,1130.0,GasA,5,Y,0,1129,1198,0,2327,0.0,0.0,2,1,4,1,4,9,0,1,4,BuiltIn,2003.0,2,2.0,597.0,3,3,2,0,57,0,0,0,0,0,0,NA,0,8,2008,WD ,240000,12.388394202324129,7.752335163302292,6.391917113392602,7.029972911706386,0.0
1627,527163080,20,RL,69.05520046484602,9556,Pave,NA,1,Lvl,0,Corner,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1168.0,1169.0,GasA,4,Y,0,1187,0,0,1187,0.0,0.0,2,0,3,1,4,6,0,0,0,Attchd,1992.0,2,2.0,421.0,3,3,2,0,21,0,0,0,0,0,0,NA,0,8,2007,WD ,160000,11.982929094215963,7.079184394609668,6.042632833682381,7.063903961472068,3.970291913552122
2849,909201180,190,RH,58.0,6430,Pave,NA,0,Bnk,0,Corner,0,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,780.0,1,0.0,0.0,781.0,GasA,3,N,2,816,524,0,1340,1.0,0.0,1,0,3,1,3,6,0,0,0,Attchd,1945.0,1,1.0,441.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,128000,11.759785542901755,7.200424892944957,6.089044875446846,6.660575149839686,0.0
1501,908201100,90,RL,65.0,6040,Pave,NA,0,Lvl,0,Inside,0,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,1.0,GasA,3,N,3,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,0,0,0,NA,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,2008,WD ,82000,11.314474526246391,7.049254841255837,0.0,0.0,0.0
626,535125070,20,RL,80.0,14695,Pave,NA,1,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,3,3,1,5,1387.0,1,0.0,175.0,1563.0,GasA,4,Y,0,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,0,2,4,Attchd,1966.0,1,2.0,543.0,3,3,2,0,110,0,0,342,0,0,2,NA,0,7,2009,WD ,256000,12.4529327234617,7.356918242356021,6.297109319933935,7.354362330421477,5.351858133476067
722,902401130,70,RM,50.0,9000,Pave,NA,0,Lvl,0,Inside,0,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,624.0,1,0.0,26.0,651.0,GasA,5,Y,0,832,650,0,1482,0.0,1.0,1,0,3,1,3,7,0,0,0,Detchd,1930.0,1,2.0,325.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,143000,11.870599909242044,7.301147805856032,5.783825182329737,6.478509642208569,0.0
2260,916384050,20,RL,67.0,8368,Pave,NA,1,HLS,0,Inside,0,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1689.0,1690.0,GasA,5,Y,0,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,0,0,0,Attchd,2007.0,3,2.0,434.0,3,3,2,100,39,0,0,0,0,0,0,NA,0,4,2007,New,231713,12.353254815881487,7.4318919168078,6.073044534100405,7.432483807917119,0.0
1639,527226040,190,RL,195.0,41600,Pave,NA,1,Lvl,0,FR2,0,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1047.0,1,0.0,53.0,1101.0,GasW,3,Y,0,1424,0,0,1424,1.0,0.0,1,1,3,1,3,7,3,0,0,2Types,1969.0,1,3.0,829.0,3,3,0,144,0,0,0,0,0,0,0,NA,0,11,2007,WD ,155000,11.951180395901384,7.261225091971921,6.720220155135295,7.00397413672268,0.0
1603,923252100,20,RL,59.0,6490,Pave,NA,0,Lvl,0,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,534.0,1,0.0,282.0,817.0,GasA,5,Y,0,816,0,0,816,0.0,1.0,1,0,2,1,3,4,0,0,0,Attchd,1983.0,1,1.0,265.0,3,3,2,315,0,0,0,0,0,0,2,NA,0,4,2008,WD ,128500,11.763684183317412,6.704414354964107,5.579729825986222,6.705639094860003,0.0
1520,909177120,30,RL,60.0,7290,Pave,NA,0,Lvl,0,Corner,0,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1228.0,1229.0,GasA,5,Y,0,1424,0,0,1424,0.0,0.0,2,0,2,1,3,7,0,1,4,Attchd,1921.0,1,1.0,313.0,3,3,2,0,0,90,0,0,0,0,0,NA,0,4,2008,WD ,168000,12.031719258385396,7.261225091971921,5.746203190540153,7.113956109566034,5.1647859739235145
1665,527402240,60,RL,69.05520046484602,7472,Pave,NA,1,Lvl,0,CulDSac,0,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,3,3,CBlock,3,3,1,5,626.0,1,0.0,99.0,726.0,GasA,4,Y,0,725,754,0,1479,1.0,0.0,1,1,4,1,4,7,0,0,0,Attchd,1972.0,3,2.0,485.0,3,3,2,0,32,0,0,0,0,0,0,NA,0,6,2007,WD ,184000,12.122691036591123,7.2991214627108,6.184148890937483,6.587550014824796,4.9344739331306915
2635,535478110,190,RL,70.0,7000,Pave,NA,0,Lvl,0,Inside,0,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,953.0,1,0.0,72.0,1026.0,GasA,3,Y,0,1025,0,0,1025,1.0,0.0,1,0,3,1,3,6,0,0,0,NA,0.0,0,0.0,1.0,0,0,2,96,80,0,0,0,0,0,0,NA,0,3,2006,WD ,124000,11.728036844587175,6.932447891572509,0.0,6.933423025730715,0.0
581,534127130,20,RL,69.05520046484602,11717,Pave,NA,1,Lvl,0,Inside,0,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1442.0,1443.0,GasA,3,Y,0,1442,0,0,1442,0.0,0.0,2,0,2,1,3,6,0,1,3,Attchd,1970.0,2,2.0,616.0,3,3,2,371,0,0,0,0,0,0,0,NA,0,2,2009,WD ,185000,12.128111104060462,7.273786317844895,6.423246963533519,7.274479558773871,6.349138991379798
2435,528240080,60,RL,106.0,11194,Pave,NA,1,Lvl,0,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1406.0,1407.0,GasA,5,Y,0,1454,482,0,1936,0.0,0.0,2,1,3,1,4,7,0,1,3,Attchd,2000.0,2,2.0,505.0,3,3,2,188,124,0,0,0,0,0,0,NA,0,11,2006,WD ,230500,12.348006141418841,7.568379267836522,6.22455842927536,7.249215057114389,3.713572066704308
2799,907285010,60,RL,90.0,11250,Pave,NA,1,Lvl,0,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,3,3,PConc,4,3,2,5,796.0,1,0.0,258.0,1055.0,GasA,5,Y,0,1070,869,0,1939,0.0,1.0,2,1,3,1,4,8,0,1,3,Attchd,1998.0,2,3.0,556.0,3,3,2,128,84,0,0,0,0,0,0,NA,0,5,2006,WD ,227000,12.332705296463539,7.569927655242652,6.320768294250582,6.961296045910167,5.429345628954441
883,907414080,60,RL,64.0,8633,Pave,NA,0,Lvl,0,FR2,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,193.0,1,0.0,545.0,739.0,GasA,5,Y,0,738,738,0,1476,1.0,0.0,2,1,3,1,4,7,0,0,0,Attchd,2005.0,3,2.0,541.0,3,3,2,100,35,0,0,0,0,0,0,NA,0,2,2009,WD ,173500,12.063932878369052,7.297091005160418,6.293419278846481,6.6052979209482015,0.0
2537,534201300,85,RL,70.0,8400,Pave,NA,0,Lvl,0,Inside,0,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,6,744.0,1,0.0,89.0,834.0,GasA,4,Y,0,898,0,0,898,1.0,0.0,1,0,3,1,3,6,0,0,0,Attchd,1968.0,2,1.0,327.0,3,3,2,143,0,0,0,0,0,0,0,NA,0,8,2006,WD ,140000,11.84939770159144,6.8001700683022,5.7899601708972535,6.726233402358747,0.0
1120,528439010,20,RL,87.0,10037,Pave,NA,0,Lvl,0,Corner,0,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,666.0,1,0.0,794.0,1461.0,GasA,5,Y,0,1460,0,0,1460,0.0,0.0,2,0,3,1,4,6,0,1,4,Attchd,2006.0,3,2.0,481.0,3,3,2,0,20,0,0,0,0,0,0,NA,0,8,2008,WD ,247000,12.417143615610113,7.286191714702382,6.175867270105761,7.2868764117507,0.0
774,905107310,85,RL,69.05520046484602,8014,Pave,NA,1,Lvl,0,CulDSac,0,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,3,3,CBlock,4,3,4,6,456.0,1,0.0,0.0,457.0,GasA,3,Y,0,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,0,1,2,Basment,1978.0,3,2.0,505.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2009,WD ,149900,11.917723684090689,6.9411900550683745,6.22455842927536,6.124683390894205,3.1780538303479458
1447,907202010,20,RL,69.05520046484602,12250,Pave,NA,1,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,2,5,781.0,1,0.0,83.0,865.0,GasA,5,Y,0,1174,0,0,1174,1.0,0.0,1,0,3,1,3,5,0,0,0,Attchd,1978.0,1,2.0,529.0,3,3,2,211,0,280,0,0,0,0,0,NA,0,5,2008,WD ,158000,11.970350312009105,7.068172000388042,6.270988431858299,6.762729506931879,5.198497031265826
104,533223100,160,FV,69.05520046484602,2403,Pave,NA,1,Lvl,0,FR2,0,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,244.0,1,0.0,286.0,531.0,GasA,5,Y,0,530,550,0,1080,0.0,0.0,2,1,2,1,4,4,0,0,0,Attchd,2003.0,2,2.0,497.0,3,3,2,0,50,0,0,0,0,0,0,NA,0,6,2010,WD ,147110,11.898935885244258,6.984716320118266,6.208590026096629,6.274762021241939,0.0
2694,903454080,50,RM,50.0,8600,Pave,NA,0,Bnk,0,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,780.0,781.0,GasA,3,Y,0,780,596,0,1376,0.0,0.0,2,0,3,1,3,7,0,1,4,Detchd,1937.0,1,1.0,199.0,3,3,0,0,0,0,0,0,0,0,0,NA,0,6,2006,WD ,119500,11.691071650353702,7.226936018493289,5.293304824724492,6.660575149839686,0.0
920,909275080,50,RL,60.0,13680,Pave,NA,0,HLS,0,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,728.0,1,0.0,112.0,841.0,GasA,5,Y,0,840,727,0,1567,1.0,0.0,1,1,2,1,3,6,2,2,3,Detchd,1961.0,1,2.0,441.0,3,3,2,0,21,150,0,0,0,0,4,NA,0,2,2009,WD ,205000,12.230765258120545,7.356918242356021,6.089044875446846,6.734591659972948,0.0
1951,535379110,70,RL,60.0,10800,Pave,Grvl,0,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,4,CBlock,4,3,3,1,0.0,1,0.0,736.0,737.0,GasA,5,Y,0,751,783,0,1534,0.0,0.0,1,1,3,1,4,6,0,0,0,NA,0.0,0,0.0,1.0,0,0,0,0,112,0,0,0,0,0,0,NA,0,7,2007,WD ,148000,11.904967552746252,7.335633981927201,0.0,6.602587892189336,0.0
9,527146030,120,RL,39.0,5389,Pave,NA,1,Lvl,0,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1180.0,1,0.0,415.0,1596.0,GasA,5,Y,0,1616,0,0,1616,1.0,0.0,2,0,2,1,4,5,0,1,3,Attchd,1995.0,2,2.0,609.0,3,3,2,237,152,0,0,0,0,0,0,NA,0,3,2010,WD ,236500,12.373703486914124,7.38770923908104,6.411818267709897,7.3752557780097545,0.0
2848,909176180,50,RL,60.0,10890,Pave,NA,0,Lvl,0,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,2,930.0,1,0.0,128.0,1059.0,GasA,3,Y,0,1058,493,0,1551,1.0,0.0,2,0,3,1,2,6,0,0,0,Detchd,1938.0,1,1.0,241.0,2,3,2,0,0,0,0,0,0,0,3,NA,0,7,2006,WD ,137000,11.827736204810263,7.346655163176539,5.484796933490655,6.9650803456014065,0.0
614,534431130,20,RL,68.0,9768,Pave,NA,0,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,100.0,5,247.0,613.0,961.0,GasA,4,Y,0,960,0,0,960,1.0,0.0,1,0,2,1,3,5,0,0,0,Attchd,1955.0,2,1.0,331.0,3,3,2,0,70,0,0,0,0,0,3,NA,0,2,2009,WD ,122000,11.711776323715394,6.866933284461882,5.802118375377063,6.8679744089702925,0.0
1736,528222030,20,RL,73.0,8993,Pave,NA,1,Lvl,0,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1302.0,1303.0,GasA,5,Y,0,1302,0,0,1302,0.0,0.0,2,0,3,1,4,6,0,0,0,Attchd,2007.0,3,2.0,437.0,3,3,2,0,22,0,0,0,0,0,0,NA,0,8,2007,New,176485,12.080991165908294,7.171656822768514,6.07993319509559,7.172424577124845,0.0
2686,903400030,30,RL,50.0,11672,Pave,Pave,2,Lvl,0,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,816.0,817.0,GasA,3,Y,1,816,0,0,816,0.0,0.0,1,0,2,1,3,4,0,0,0,Detchd,1925.0,1,1.0,211.0,2,2,0,168,0,112,0,0,0,0,0,NA,0,7,2006,WD ,109000,11.59910316121128,6.704414354964107,5.351858133476067,6.705639094860003,0.0
2257,916253320,120,RM,69.05520046484602,9763,Pave,NA,1,Lvl,0,Inside,0,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,1102.0,5,72.0,328.0,1503.0,GasA,5,Y,0,1502,0,0,1502,1.0,0.0,1,1,1,1,4,5,0,1,3,Attchd,1998.0,3,1.0,287.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,9,2007,WD ,330000,12.706847933442663,7.31455283232408,5.659482215759621,7.315218389752975,5.480638923341991
1284,902100020,20,RM,56.0,9836,Pave,Grvl,0,Bnk,0,Inside,0,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,96.0,1,0.0,96.0,193.0,GasA,4,N,0,1133,0,0,1133,1.0,0.0,1,0,3,1,3,7,0,0,0,Detchd,2008.0,1,1.0,309.0,3,3,2,0,175,0,0,0,0,0,0,NA,0,12,2008,WD ,143000,11.870599909242044,7.0326242610280065,5.733341276897746,5.262690188904886,0.0
1765,528340030,60,RL,89.0,10557,Pave,NA,1,Lvl,0,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,4,3,PConc,5,3,4,6,672.0,1,0.0,736.0,1409.0,GasA,5,Y,0,1671,1407,0,3078,1.0,0.0,2,1,4,1,4,9,0,1,3,Attchd,1998.0,3,3.0,807.0,3,3,2,108,87,0,0,0,0,0,0,NA,0,7,2007,WD ,410000,12.92391243868049,8.032035314398824,6.693323668269949,7.25063551189868,6.0473721790462776
1811,531380110,60,RL,70.0,8462,Pave,NA,1,Lvl,0,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,4,4,1,6,814.0,1,0.0,114.0,929.0,GasA,5,Y,0,936,785,0,1721,0.0,1.0,2,1,3,1,4,7,0,0,0,Attchd,1994.0,2,2.0,472.0,3,3,2,300,87,0,0,0,0,0,0,NA,0,7,2007,WD ,201000,12.211060187041213,7.450660796211539,6.156978985585555,6.834108738813838,4.663439094112067
2603,535380130,50,RL,60.0,10818,Pave,Grvl,0,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,1077.0,1078.0,GasA,3,Y,1,981,779,0,1760,0.0,0.0,1,1,4,1,3,7,0,1,3,Detchd,1935.0,1,2.0,649.0,2,3,2,120,0,96,0,0,0,0,0,NA,0,2,2006,COD,80000,11.289781913656018,7.473069088032197,6.47543271670409,6.982862751468942,0.0
2220,909282020,70,RL,61.0,7259,Pave,NA,1,Lvl,0,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,774.0,2,150.0,104.0,1029.0,GasA,5,Y,0,1436,884,0,2320,1.0,0.0,2,1,3,1,4,9,0,1,3,Detchd,1945.0,1,1.0,181.0,3,3,2,224,0,0,0,0,0,0,3,NA,0,7,2007,WD ,259500,12.46651198158808,7.749322464660356,5.198497031265826,6.9363427358340495,0.0
2273,916477060,60,RL,69.05520046484602,11800,Pave,NA,1,Lvl,0,Inside,0,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,4,3,PConc,4,3,4,6,766.0,1,0.0,356.0,1123.0,GasA,5,Y,0,1146,1340,0,2486,1.0,0.0,3,1,5,1,4,10,0,1,4,BuiltIn,2003.0,3,2.0,453.0,3,3,2,143,32,0,0,0,0,0,0,NA,0,7,2007,WD ,279900,12.542187675503545,7.818430272070656,6.115892125483034,7.023758954738443,4.553876891600541
163,535453070,20,RL,75.0,7500,Pave,NA,0,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,2,340.0,3,906.0,0.0,1247.0,GasA,5,Y,0,1246,0,0,1246,1.0,0.0,1,1,3,1,4,6,0,0,0,Attchd,1959.0,2,1.0,306.0,3,3,2,218,0,0,0,0,0,0,4,NA,0,5,2010,WD ,154000,11.944707881395766,7.1276936993473985,5.723585101952381,7.1284959456800365,0.0
2116,906426060,50,RL,69.05520046484602,159000,Pave,NA,2,Low,0,CulDSac,2,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,4,3,697.0,1,0.0,747.0,1445.0,GasA,4,Y,0,1444,700,0,2144,0.0,1.0,2,0,4,1,4,7,0,2,3,Attchd,1958.0,3,2.0,390.0,3,3,2,0,98,0,0,0,0,0,0,Shed,500,6,2007,WD ,277000,12.531772785169476,7.670428522190693,5.966146739123692,7.275864600546533,6.159095388491933
